//record|setname|setitems
records/items/lootsets/itemset_d023.dbr|tagItemSetD023Name|records/items/gearhead/d027_head.dbr;records/items/geartorso/d024_torso.dbr;records/items/gearshoulders/d024_shoulder.dbr;records/items/gearaccessories/waist/d016_waist.dbr
records/items/lootsets/itemset_d023b.dbr|tagItemSetD023BName|records/items/upgraded/gearhead/d027_head.dbr;records/items/upgraded/geartorso/d024_torso.dbr;records/items/upgraded/gearshoulders/d024_shoulder.dbr;records/items/upgraded/gearaccessories/waist/d016_waist.dbr
records/items/lootsets/itemset_d024.dbr|tagItemSetD024Name|records/items/geartorso/d025_torso.dbr;records/items/gearshoulders/d025_shoulder.dbr;records/items/gearaccessories/necklaces/d025_necklace.dbr;records/items/gearweapons/focus/d016_focus.dbr
records/items/lootsets/itemset_d024b.dbr|tagItemSetD024BName|records/items/upgraded/geartorso/d025_torso.dbr;records/items/upgraded/gearshoulders/d025_shoulder.dbr;records/items/upgraded/gearaccessories/necklaces/d025_necklace.dbr;records/items/upgraded/gearweapons/focus/d016_focus.dbr
records/items/lootsets/itemset_d025.dbr|tagItemSetD025Name|records/items/gearhead/d028_head.dbr;records/items/geartorso/d026_torso.dbr;records/items/gearshoulders/d026_shoulder.dbr;records/items/gearweapons/blunt1h/d008_blunt.dbr
records/items/lootsets/itemset_d025b.dbr|tagItemSetD025BName|records/items/upgraded/gearhead/d028_head.dbr;records/items/upgraded/geartorso/d026_torso.dbr;records/items/upgraded/gearshoulders/d026_shoulder.dbr;records/items/upgraded/gearweapons/blunt1h/d008_blunt.dbr
records/items/lootsets/itemset_d026.dbr|tagItemSetD026Name|records/items/gearhead/d029_head.dbr;records/items/geartorso/d027_torso.dbr;records/items/gearshoulders/d027_shoulder.dbr;records/items/gearaccessories/necklaces/d026_necklace.dbr
records/items/lootsets/itemset_d026b.dbr|tagItemSetD026BName|records/items/upgraded/gearhead/d029_head.dbr;records/items/upgraded/geartorso/d027_torso.dbr;records/items/upgraded/gearshoulders/d027_shoulder.dbr;records/items/upgraded/gearaccessories/necklaces/d026_necklace.dbr
records/items/lootsets/itemset_d027.dbr|tagItemSetD027Name|records/items/gearaccessories/rings/d015_ring.dbr;records/items/gearaccessories/rings/d016_ring.dbr
records/items/lootsets/itemset_d027b.dbr|tagItemSetD027BName|records/items/upgraded/gearaccessories/rings/d015_ring.dbr;records/items/upgraded/gearaccessories/rings/d016_ring.dbr
records/items/lootsets/itemset_d101.dbr|tagGDX1ItemSetD101Name|records/items/gearhead/d112_head.dbr;records/items/geartorso/d111_torso.dbr;records/items/gearshoulders/d111_shoulder.dbr;records/items/gearfeet/d111_feet.dbr;records/items/gearhands/d113_hands.dbr
records/items/lootsets/itemset_d102.dbr|tagGDX1ItemSetD102Name|records/items/geartorso/d112_torso.dbr;records/items/gearshoulders/d112_shoulder.dbr;records/items/gearweapons/melee2h/d108_blunt2h.dbr;records/items/gearaccessories/waist/d115_waist.dbr
records/items/lootsets/itemset_d103.dbr|tagGDX1ItemSetD103Name|records/items/gearhead/d113_head.dbr;records/items/gearshoulders/d113_shoulder.dbr;records/items/gearweapons/caster/d115_scepter.dbr;records/items/gearaccessories/necklaces/d115_necklace.dbr
records/items/lootsets/itemset_d104.dbr|tagGDX1ItemSetD104Name|records/items/gearhead/d114_head.dbr;records/items/geartorso/d113_torso.dbr;records/items/gearshoulders/d114_shoulder.dbr;records/items/gearweapons/shields/d108_shield.dbr
records/items/lootsets/itemset_d105.dbr|tagGDX1ItemSetD105Name|records/items/gearweapons/focus/d113_focus.dbr;records/items/gearaccessories/necklaces/d116_necklace.dbr;records/items/gearaccessories/waist/d116_waist.dbr
records/items/lootsets/itemset_d106.dbr|tagGDX1ItemSetD106Name|records/items/gearweapons/blunt1h/d105_blunt.dbr;records/items/gearaccessories/necklaces/d117_necklace.dbr;records/items/gearaccessories/waist/d117_waist.dbr
records/items/lootsets/itemset_d107.dbr|tagGDX1ItemSetD107Name|records/items/gearweapons/guns1h/d108_gun1h.dbr;records/items/gearweapons/shields/d109_shield.dbr;records/items/gearaccessories/waist/d118_waist.dbr
records/items/lootsets/itemset_d108.dbr|tagGDX1ItemSetD108Name|records/items/gearhead/d115_head.dbr;records/items/geartorso/d114_torso.dbr;records/items/gearweapons/axe1h/d105_axe.dbr;records/items/gearweapons/axe1h/d106_axe.dbr
records/items/lootsets/itemset_d109.dbr|tagGDX1ItemSetD109Name|records/items/gearhead/d116_head.dbr;records/items/gearweapons/guns1h/d109_gun1h.dbr;records/items/gearaccessories/necklaces/d118_necklace.dbr;records/items/gearaccessories/waist/d119_waist.dbr
records/items/lootsets/itemset_d110.dbr|tagGDX1ItemSetD110Name|records/items/gearhead/d117_head.dbr;records/items/gearshoulders/d115_shoulder.dbr;records/items/gearweapons/shields/d110_shield.dbr;records/items/gearaccessories/necklaces/d119_necklace.dbr
records/items/lootsets/itemset_d111.dbr|tagGDX1ItemSetD111Name|records/items/gearhead/d118_head.dbr;records/items/gearshoulders/d116_shoulder.dbr;records/items/gearhands/d111_hands.dbr;records/items/gearaccessories/necklaces/d120_necklace.dbr
records/items/lootsets/itemset_d112.dbr|tagGDX1ItemSetD112Name|records/items/gearhead/d119_head.dbr;records/items/geartorso/d115_torso.dbr;records/items/gearhands/d112_hands.dbr;records/items/gearweapons/focus/d114_focus.dbr
records/items/lootsets/itemset_d113.dbr|tagGDX1ItemSetD113Name|records/items/gearhead/d120_head.dbr;records/items/geartorso/d116_torso.dbr;records/items/gearshoulders/d117_shoulder.dbr;records/items/gearweapons/guns2h/d107_gun2h.dbr;records/items/gearaccessories/necklaces/d121_necklace.dbr
records/items/lootsets/itemset_d114.dbr|tagGDX1ItemSetD114Name|records/items/gearhead/d121_head.dbr;records/items/geartorso/d117_torso.dbr;records/items/gearshoulders/d118_shoulder.dbr;records/items/gearweapons/focus/d115_focus.dbr;records/items/gearaccessories/necklaces/d122_necklace.dbr
records/items/lootsets/itemset_d115.dbr|tagGDX1ItemSetD115Name|records/items/geartorso/d118_torso.dbr;records/items/gearshoulders/d119_shoulder.dbr;records/items/gearweapons/caster/d116_scepter.dbr;records/items/gearaccessories/rings/d115_ring.dbr
records/items/lootsets/itemset_d116.dbr|tagGDX1ItemSetD116Name|records/items/gearhead/d122_head.dbr;records/items/geartorso/d119_torso.dbr;records/items/gearweapons/guns1h/d110_gun1h.dbr;records/items/gearweapons/guns1h/d111_gun1h.dbr
records/items/lootsets/itemset_d117.dbr|tagGDX1ItemSetD117Name|records/items/gearhead/d123_head.dbr;records/items/geartorso/d120_torso.dbr;records/items/gearweapons/caster/d117_dagger.dbr;records/items/gearshoulders/d123_shoulder.dbr
records/items/lootsets/itemset_d118.dbr|tagGDX1ItemSetD118Name|records/items/gearhead/d124_head.dbr;records/items/geartorso/d121_torso.dbr;records/items/gearshoulders/d120_shoulder.dbr;records/items/gearweapons/focus/d116_focus.dbr
records/items/lootsets/itemset_d119.dbr|tagGDX1ItemSetD119Name|records/items/gearhead/d125_head.dbr;records/items/geartorso/d122_torso.dbr;records/items/gearshoulders/d121_shoulder.dbr;records/items/gearhands/d114_hands.dbr
records/items/lootsets/itemset_d120.dbr|tagGDX1ItemSetD120Name|records/items/gearhead/d126_head.dbr;records/items/geartorso/d123_torso.dbr;records/items/gearshoulders/d122_shoulder.dbr;records/items/gearweapons/swords1h/d107_sword.dbr
records/items/lootsets/itemset_d121.dbr|tagGDX1ItemSetD121Name|records/items/gearaccessories/necklaces/d123_necklace.dbr;records/items/gearhead/d127_head.dbr;records/items/gearshoulders/d124_shoulder.dbr;records/items/geartorso/d124_torso.dbr
records/items/lootsets/itemset_d122.dbr|tagGDX1ItemSetD122Name|records/items/gearaccessories/necklaces/d124_necklace.dbr;records/items/gearhead/d128_head.dbr;records/items/gearshoulders/d125_shoulder.dbr;records/items/geartorso/d125_torso.dbr
records/items/lootsets/itemset_d123.dbr|tagGDX1ItemSetD123Name|records/items/gearaccessories/necklaces/d125_necklace.dbr;records/items/gearhead/d129_head.dbr;records/items/gearshoulders/d126_shoulder.dbr;records/items/geartorso/d126_torso.dbr
records/items/lootsets/itemset_d201.dbr|tagGDX2ItemSetD201Name|records/items/gearhead/d209_head.dbr;records/items/geartorso/d207_torso.dbr;records/items/gearshoulders/d207_shoulder.dbr;records/items/gearaccessories/necklaces/d211_necklace.dbr
records/items/lootsets/itemset_d202.dbr|tagGDX2ItemSetD202Name|records/items/gearhead/d210_head.dbr;records/items/geartorso/d208_torso.dbr;records/items/gearshoulders/d208_shoulder.dbr;records/items/gearaccessories/necklaces/d212_necklace.dbr
records/items/lootsets/itemset_d203.dbr|tagGDX2ItemSetD203Name|records/items/gearhead/d211_head.dbr;records/items/geartorso/d209_torso.dbr;records/items/gearshoulders/d209_shoulder.dbr;records/items/gearweapons/caster/d209_dagger.dbr
records/items/lootsets/itemset_d204.dbr|tagGDX2ItemSetD204Name|records/items/gearhead/d212_head.dbr;records/items/geartorso/d210_torso.dbr;records/items/gearweapons/guns1h/d207_gun1h.dbr;records/items/gearaccessories/medals/d211_medal.dbr
records/items/lootsets/itemset_d205.dbr|tagGDX2ItemSetD205Name|records/items/gearhead/d213_head.dbr;records/items/geartorso/d211_torso.dbr;records/items/gearshoulders/d210_shoulder.dbr;records/items/gearaccessories/necklaces/d213_necklace.dbr
records/items/lootsets/itemset_d206.dbr|tagGDX2ItemSetD206Name|records/items/gearhead/d214_head.dbr;records/items/geartorso/d212_torso.dbr;records/items/gearshoulders/d211_shoulder.dbr;records/items/gearweapons/shields/d205_shield.dbr;records/items/gearaccessories/necklaces/d214_necklace.dbr
records/items/lootsets/itemset_d207.dbr|tagGDX2ItemSetD207Name|records/items/geartorso/d213_torso.dbr;records/items/gearshoulders/d212_shoulder.dbr;records/items/gearweapons/caster/d210_scepter.dbr;records/items/gearweapons/shields/d206_shield.dbr
records/items/lootsets/itemset_d208.dbr|tagGDX2ItemSetD208Name|records/items/gearhead/d215_head.dbr;records/items/geartorso/d214_torso.dbr;records/items/gearshoulders/d213_shoulder.dbr;records/items/gearaccessories/necklaces/d215_necklace.dbr
records/items/lootsets/itemset_d209.dbr|tagGDX2ItemSetD209Name|records/items/gearhead/d216_head.dbr;records/items/gearshoulders/d214_shoulder.dbr;records/items/gearweapons/focus/d211_focus.dbr;records/items/gearaccessories/medals/d212_medal.dbr
records/items/lootsets/itemset_d210.dbr|tagGDX2ItemSetD210Name|records/items/geartorso/d215_torso.dbr;records/items/gearshoulders/d215_shoulder.dbr;records/items/gearaccessories/waist/d211_waist.dbr;records/items/gearaccessories/necklaces/d216_necklace.dbr
records/items/lootsets/itemset_d211.dbr|tagGDX2ItemSetD211Name|records/items/gearhead/d217_head.dbr;records/items/gearshoulders/d216_shoulder.dbr;records/items/gearweapons/caster/d211_dagger.dbr;records/items/gearaccessories/necklaces/d217_necklace.dbr
records/items/lootsets/itemset_d212.dbr|tagGDX2ItemSetD212Name|records/items/geartorso/d216_torso.dbr;records/items/gearshoulders/d217_shoulder.dbr;records/items/gearhands/d207_hands.dbr;records/items/gearaccessories/medals/d213_medal.dbr
records/items/lootsets/itemset_d213.dbr|tagGDX2ItemSetD213Name|records/items/gearaccessories/necklaces/d218_necklace.dbr;records/items/gearaccessories/medals/d214_medal.dbr;records/items/gearaccessories/rings/d211_ring.dbr;records/items/gearaccessories/rings/d212_ring.dbr
records/items/lootsets/itemset_d214.dbr|tagGDX2ItemSetD214Name|records/items/gearhead/d221_head.dbr;records/items/geartorso/d217_torso.dbr;records/items/gearweapons/swords1h/d206_sword.dbr;records/items/gearweapons/swords1h/d207_sword.dbr
records/items/lootsets/itemset_d215.dbr|tagGDX2ItemSetD215Name|records/items/gearhead/d222_head.dbr;records/items/geartorso/d218_torso.dbr;records/items/gearshoulders/d218_shoulder.dbr;records/items/gearweapons/focus/d214_focus.dbr
records/items/lootsets/itemset_d216.dbr|tagGDX2ItemSetD216Name|records/items/gearhead/d223_head.dbr;records/items/geartorso/d219_torso.dbr;records/items/gearshoulders/d219_shoulder.dbr;records/items/gearweapons/blunt1h/d205_blunt.dbr
records/items/lootsets/itemset_d217.dbr|tagGDX2ItemSetD217Name|records/items/gearhead/d224_head.dbr;records/items/geartorso/d220_torso.dbr;records/items/gearshoulders/d220_shoulder.dbr;records/items/gearweapons/shields/d207_shield.dbr
records/items/lootsets/itemset_d218.dbr|tagGDX2ItemSetD218Name|records/items/gearhead/d225_head.dbr;records/items/geartorso/d221_torso.dbr;records/items/gearshoulders/d221_shoulder.dbr;records/items/gearaccessories/necklaces/d219_necklace.dbr
records/items/lootsets/itemset_d219.dbr|tagGDX2ItemSetD219Name|records/items/gearhead/d226_head.dbr;records/items/geartorso/d222_torso.dbr;records/items/gearshoulders/d222_shoulder.dbr;records/items/gearhands/d208_hands.dbr
records/items/lootsets/itemset_d220.dbr|tagGDX2ItemSetD220Name|records/items/gearhead/d227_head.dbr;records/items/geartorso/d223_torso.dbr;records/items/gearshoulders/d223_shoulder.dbr;records/items/gearaccessories/medals/d215_medal.dbr
records/items/lootsets/itemset_d221.dbr|tagGDX2ItemSetD221Name|records/items/gearhead/d228_head.dbr;records/items/geartorso/d224_torso.dbr;records/items/gearshoulders/d224_shoulder.dbr;records/items/gearaccessories/necklaces/d220_necklace.dbr
records/items/lootsets/itemset_d222.dbr|tagGDX2ItemSetD222Name|records/items/gearhead/d229_head.dbr;records/items/geartorso/d225_torso.dbr;records/items/gearshoulders/d225_shoulder.dbr;records/items/gearaccessories/medals/d216_medal.dbr
records/storyelements/signs/signset.dbr|tagGDX1_NPC_S_Set|records/storyelements/signs/signf.dbr;records/storyelements/signs/signh.dbr;records/storyelements/signs/signs.dbr;records/storyelements/signs/signt.dbr
