//record|level|quality
records/items/lootaffixes/prefix/b_class012_demolitionist16_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist17_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist17_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist17_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist18_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist18_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist18_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist19_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist19_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist19_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist20_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist20_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist20_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist21_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist21_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist21_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist22_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist22_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist22_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist23_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist23_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist23_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist24_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist24_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist24_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist25_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist25_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist25_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist26_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist26_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist26_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist27_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist27_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class012_demolitionist27_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist01_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist01_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist01_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist02_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist02_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist02_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist03_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist03_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist03_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist04_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist04_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist04_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist05_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist05_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist05_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist06_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist06_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist06_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist07_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist07_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist07_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist08_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist08_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist08_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist09_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist09_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist09_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist10_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist10_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist10_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist11_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist11_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist11_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist12_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist12_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist12_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist13_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist13_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist13_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist14_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist14_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist14_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist15_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist15_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist15_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist16_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist16_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist16_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist17_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist17_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist17_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist18_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist18_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist18_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist19_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist19_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist19_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist20_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist20_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist20_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist21_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist21_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist21_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist22_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist22_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist22_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist23_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist23_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist23_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist24_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist24_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist24_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist25_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist25_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist25_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist26_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist26_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist26_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class013_occultist27_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class013_occultist27_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class013_occultist27_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade01_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade01_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade01_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade02_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade02_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade02_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade03_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade03_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade03_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade04_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade04_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade04_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade05_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade05_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade05_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade06_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade06_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade06_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade07_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade07_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade07_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade08_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade08_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade08_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade09_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade09_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade09_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade10_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade10_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade10_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade11_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade11_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade11_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade12_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade12_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade12_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade13_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade13_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade13_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade14_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade14_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade14_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade15_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade15_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade15_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade16_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade16_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade16_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade17_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade17_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade17_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade18_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade18_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade18_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade19_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade19_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade19_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade20_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade20_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade20_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade21_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade21_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade21_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade22_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade22_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade22_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade23_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade23_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade23_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade24_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade24_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade24_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade25_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade25_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade25_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade26_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade26_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade26_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade27_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade27_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade27_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class014_nightblade28_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class014_nightblade28_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class014_nightblade28_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist01_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist01_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist01_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist02_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist02_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist02_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist03_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist03_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist03_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist04_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist04_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist04_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist05_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist05_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist05_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist06_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist06_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist06_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist07_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist07_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist07_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist08_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist08_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist08_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist09_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist09_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist09_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist10_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist10_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist10_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist11_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist11_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist11_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist12_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist12_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist12_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist13_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist13_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist13_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist14_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist14_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist14_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist15_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist15_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist15_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist16_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist16_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist16_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist17_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist17_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist17_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist18_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist18_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist18_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist19_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist19_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist19_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist20_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist20_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist20_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist21_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist21_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist21_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist22_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist22_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist22_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist23_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist23_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist23_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist24_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist24_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist24_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist25_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist25_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist25_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist26_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist26_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist26_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class015_arcanist27_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class015_arcanist27_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class015_arcanist27_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class016_a.dbr|42|Rare
records/items/lootaffixes/prefix/b_class016_a02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class016_a03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class016_b.dbr|42|Rare
records/items/lootaffixes/prefix/b_class016_b02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class016_b03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class016_c.dbr|42|Rare
records/items/lootaffixes/prefix/b_class016_c02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class016_c03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class017_a.dbr|42|Rare
records/items/lootaffixes/prefix/b_class017_a02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class017_a03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class017_b.dbr|42|Rare
records/items/lootaffixes/prefix/b_class017_b02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class017_b03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class017_c.dbr|42|Rare
records/items/lootaffixes/prefix/b_class017_c02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class017_c03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class018_a.dbr|42|Rare
records/items/lootaffixes/prefix/b_class018_a02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class018_a03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class018_b.dbr|42|Rare
records/items/lootaffixes/prefix/b_class018_b02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class018_b03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class018_c.dbr|42|Rare
records/items/lootaffixes/prefix/b_class018_c02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class018_c03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class019_a.dbr|42|Rare
records/items/lootaffixes/prefix/b_class019_a02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class019_a03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class019_b.dbr|42|Rare
records/items/lootaffixes/prefix/b_class019_b02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class019_b03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class019_c.dbr|42|Rare
records/items/lootaffixes/prefix/b_class019_c02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class019_c03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class020_a.dbr|42|Rare
records/items/lootaffixes/prefix/b_class020_a02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class020_a03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class020_b.dbr|42|Rare
records/items/lootaffixes/prefix/b_class020_b02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class020_b03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class020_c.dbr|42|Rare
records/items/lootaffixes/prefix/b_class020_c02.dbr|65|Rare
records/items/lootaffixes/prefix/b_class020_c03.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman01_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class021_shaman01_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class021_shaman01_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman02_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class021_shaman02_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class021_shaman02_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman03_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class021_shaman03_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class021_shaman03_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman04_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class021_shaman04_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class021_shaman04_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman05_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class021_shaman05_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class021_shaman05_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman06_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class021_shaman06_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class021_shaman06_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman07_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class021_shaman07_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class021_shaman07_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman08_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class021_shaman08_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class021_shaman08_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman09_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class021_shaman09_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class021_shaman09_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman10_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class021_shaman10_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class021_shaman10_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman11_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class021_shaman11_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class021_shaman11_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman12_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class021_shaman12_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class021_shaman12_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman13_je.dbr|42|Rare
records/items/lootaffixes/prefix/b_class021_shaman13_je_b.dbr|65|Rare
records/items/lootaffixes/prefix/b_class021_shaman13_je_c.dbr|90|Rare
records/items/lootaffixes/prefix/b_class021_shaman14_je.dbr|42|Rare
