//record|width|height|level|class|quality|bitmap|setrecord
records/items/faction/weapons/guns2h/f004c_gun2h.dbr|1|4|70|WeaponHunting_Ranged2h|Rare|f004_gun2h.png|
records/items/faction/weapons/guns2h/f005_gun2h.dbr|2|2|50|WeaponHunting_Ranged2h|Rare|f005_gun2h.png|
records/items/faction/weapons/guns2h/f101a_gun2h.dbr|1|4|84|WeaponHunting_Ranged2h|Epic|f101_gun2h001.png|
records/items/faction/weapons/guns2h/f102a_gun2h.dbr|1|4|84|WeaponHunting_Ranged2h|Epic|f102_gun2h001.png|
records/items/faction/weapons/guns2h/f103a_gun2h.dbr|2|2|84|WeaponHunting_Ranged2h|Epic|f103_gun2h003.png|
records/items/faction/weapons/guns2h/f104a_gun2h.dbr|1|4|94|WeaponHunting_Ranged2h|Legendary|f104_gun2h001.png|
records/items/faction/weapons/guns2h/f201a_gun2h.dbr|2|2|84|WeaponHunting_Ranged2h|Epic|f201_gun2h.png|
records/items/faction/weapons/guns2h/f202a_gun2h.dbr|2|2|84|WeaponHunting_Ranged2h|Epic|f202_gun2h.png|
records/items/faction/weapons/guns2h/f203a_gun2h.dbr|2|2|94|WeaponHunting_Ranged2h|Legendary|f203_gun2h.png|
records/items/faction/weapons/melee2h/f001b_sword2h.dbr|1|4|50|WeaponMelee_Sword2h|Rare|f001_sword2h.png|
records/items/faction/weapons/melee2h/f001c_sword2h.dbr|1|4|70|WeaponMelee_Sword2h|Rare|f001_sword2h.png|
records/items/faction/weapons/melee2h/f002a_blunt2h.dbr|2|3|35|WeaponMelee_Mace2h|Rare|f002_hammer2h.png|
records/items/faction/weapons/melee2h/f002c_blunt2h.dbr|2|3|70|WeaponMelee_Mace2h|Rare|f002_hammer2h.png|
records/items/faction/weapons/melee2h/f003a_axe2h.dbr|2|3|35|WeaponMelee_Axe2h|Rare|f003_axe2h.png|
records/items/faction/weapons/melee2h/f003c_axe2h.dbr|2|3|70|WeaponMelee_Axe2h|Rare|f003_axe2h.png|
records/items/faction/weapons/melee2h/f004a_blunt2h.dbr|1|4|35|WeaponMelee_Mace2h|Rare|f004_hammer2h.png|
records/items/faction/weapons/melee2h/f004c_blunt2h.dbr|1|4|70|WeaponMelee_Mace2h|Rare|f004_hammer2h.png|
records/items/faction/weapons/melee2h/f005_blunt2h.dbr|2|3|50|WeaponMelee_Mace2h|Rare|f005_hammer2h.png|
records/items/faction/weapons/melee2h/f006_blunt2h.dbr|1|4|50|WeaponMelee_Mace2h|Rare|f006_hammer2h.png|
records/items/faction/weapons/melee2h/f101a_blunt2h.dbr|2|3|84|WeaponMelee_Mace2h|Epic|f101_hammer2h.png|
records/items/faction/weapons/melee2h/f102a_sword2h.dbr|1|4|84|WeaponMelee_Sword2h|Epic|f102_sword2h.png|
records/items/faction/weapons/melee2h/f103a_axe2h.dbr|2|3|84|WeaponMelee_Axe2h|Epic|f103_axe2h.png|
records/items/faction/weapons/melee2h/f104a_blunt2h.dbr|2|3|94|WeaponMelee_Mace2h|Legendary|f104_hammer2h.png|
records/items/faction/weapons/melee2h/f201a_sword2h.dbr|1|4|84|WeaponMelee_Sword2h|Epic|f201_sword2h.png|
records/items/faction/weapons/melee2h/f202a_axe2h.dbr|2|3|84|WeaponMelee_Axe2h|Epic|f202_axe2h.png|
records/items/faction/weapons/melee2h/f203a_sword2h.dbr|1|4|94|WeaponMelee_Sword2h|Legendary|f203_sword2h.png|
records/items/faction/weapons/melee2h/f204a_sword2h.dbr|1|4|94|WeaponMelee_Sword2h|Legendary|f204_sword2h.png|
records/items/faction/weapons/shields/f001a_shield.dbr|2|2|35|WeaponArmor_Shield|Rare|f001_shield.png|
records/items/faction/weapons/shields/f001c_shield.dbr|2|2|70|WeaponArmor_Shield|Rare|f001_shield.png|
records/items/faction/weapons/shields/f002a_shield.dbr|2|3|35|WeaponArmor_Shield|Rare|f002_shield.png|
records/items/faction/weapons/shields/f002c_shield.dbr|2|3|70|WeaponArmor_Shield|Rare|f002_shield.png|
records/items/faction/weapons/shields/f003a_shield.dbr|2|3|35|WeaponArmor_Shield|Rare|f003_shield.png|
records/items/faction/weapons/shields/f003c_shield.dbr|2|3|70|WeaponArmor_Shield|Rare|f003_shield.png|
records/items/faction/weapons/shields/f004_shield.dbr|2|3|50|WeaponArmor_Shield|Rare|f004_shield.png|
records/items/faction/weapons/shields/f005_shield.dbr|2|3|50|WeaponArmor_Shield|Rare|f005_shield.png|
records/items/faction/weapons/shields/f101a_shield.dbr|2|2|84|WeaponArmor_Shield|Epic|f101_shield.png|
records/items/faction/weapons/shields/f102a_shield.dbr|2|3|84|WeaponArmor_Shield|Epic|f102_shield.png|
records/items/faction/weapons/shields/f103a_shield.dbr|2|3|84|WeaponArmor_Shield|Epic|f103_shield.png|
records/items/faction/weapons/shields/f104a_shield.dbr|2|3|94|WeaponArmor_Shield|Legendary|f104_shield.png|
records/items/faction/weapons/shields/f201a_shield.dbr|2|2|84|WeaponArmor_Shield|Epic|f201_shield.png|
records/items/faction/weapons/shields/f202a_shield.dbr|2|3|84|WeaponArmor_Shield|Epic|f202_shield.png|
records/items/faction/weapons/shields/f203a_shield.dbr|2|3|94|WeaponArmor_Shield|Legendary|f203_shield.png|
records/items/faction/weapons/swords1h/f001b_sword.dbr|1|3|50|WeaponMelee_Sword|Rare|f001_sword.png|
records/items/faction/weapons/swords1h/f001c_sword.dbr|1|3|70|WeaponMelee_Sword|Rare|f001_sword.png|
records/items/faction/weapons/swords1h/f002a_sword.dbr|1|3|35|WeaponMelee_Sword|Rare|f002_sword.png|
records/items/faction/weapons/swords1h/f002c_sword.dbr|1|3|70|WeaponMelee_Sword|Rare|f002_sword.png|
records/items/faction/weapons/swords1h/f003a_sword.dbr|1|3|35|WeaponMelee_Sword|Rare|f003_sword.png|
records/items/faction/weapons/swords1h/f003c_sword.dbr|1|3|70|WeaponMelee_Sword|Rare|f003_sword.png|
records/items/faction/weapons/swords1h/f004_sword.dbr|1|3|50|WeaponMelee_Sword|Rare|f004_sword.png|
records/items/faction/weapons/swords1h/f101a_sword.dbr|1|3|84|WeaponMelee_Sword|Epic|f101_sword.png|
records/items/faction/weapons/swords1h/f102a_sword.dbr|1|3|84|WeaponMelee_Sword|Epic|f102_sword.png|
records/items/faction/weapons/swords1h/f103a_sword.dbr|1|3|84|WeaponMelee_Sword|Epic|f103_sword.png|
records/items/faction/weapons/swords1h/f104a_sword.dbr|1|3|94|WeaponMelee_Sword|Legendary|f104_sword.png|
records/items/faction/weapons/swords1h/f201a_sword.dbr|1|3|84|WeaponMelee_Sword|Epic|f201_sword.png|
records/items/faction/weapons/swords1h/f202a_sword.dbr|1|3|84|WeaponMelee_Sword|Epic|f202_sword.png|
records/items/faction/weapons/swords1h/f203a_sword.dbr|1|3|94|WeaponMelee_Sword|Legendary|f203_sword.png|
records/items/gearaccessories/medals/a001_medal01.dbr|1|1|14|ArmorJewelry_Medal|Common|a04_medal_ribbon.png|
records/items/gearaccessories/medals/a002_medal01.dbr|1|1|32|ArmorJewelry_Medal|Common|a01_medal_badge.png|
records/items/gearaccessories/medals/a003_medal01.dbr|1|1|32|ArmorJewelry_Medal|Common|a03_medal_mark.png|
records/items/gearaccessories/medals/a004_medal01.dbr|1|1|47|ArmorJewelry_Medal|Common|a02_medal_crest.png|
records/items/gearaccessories/medals/a005_medal01.dbr|1|1|47|ArmorJewelry_Medal|Common|a05_medal_star.png|
records/items/gearaccessories/medals/a006_medal01.dbr|1|1|65|ArmorJewelry_Medal|Common|a06_medal_imperial_crest.png|
records/items/gearaccessories/medals/a007_medal01.dbr|1|1|65|ArmorJewelry_Medal|Common|a07_medal_imperial_star.png|
records/items/gearaccessories/medals/a008_medal01.dbr|1|1|84|ArmorJewelry_Medal|Common|a008_medal_exaltedstar.png|
records/items/gearaccessories/medals/a009_medal01.dbr|1|1|95|ArmorJewelry_Medal|Common|a009_medal_preservercrest.png|
records/items/gearaccessories/medals/a200_medal.dbr|1|1|1|ArmorJewelry_Medal|Legendary|a200_medal_blank.png|
records/items/gearaccessories/medals/b000_medal.dbr|1|1|22|ArmorJewelry_Medal|Rare|c02_medal_beastslayersmark.png|
records/items/gearaccessories/medals/b001_medal.dbr|1|1|14|ArmorJewelry_Medal|Rare|a04_medal_ribbon.png|
records/items/gearaccessories/medals/b002_medal.dbr|1|1|22|ArmorJewelry_Medal|Rare|a01_medal_badge.png|
records/items/gearaccessories/medals/b003a_medal.dbr|1|1|32|ArmorJewelry_Medal|Rare|b01_medal_ikrixscale.png|
records/items/gearaccessories/medals/b003b_medal.dbr|1|1|50|ArmorJewelry_Medal|Rare|b01_medal_ikrixscale.png|
records/items/gearaccessories/medals/b003c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b01_medal_ikrixscale.png|
records/items/gearaccessories/medals/b003d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b01_medal_ikrixscale.png|
records/items/gearaccessories/medals/b003e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b01_medal_ikrixscale.png|
records/items/gearaccessories/medals/b004a_medal.dbr|1|1|30|ArmorJewelry_Medal|Rare|b03_medal_zealot.png|
records/items/gearaccessories/medals/b004b_medal.dbr|1|1|50|ArmorJewelry_Medal|Rare|b03_medal_zealot.png|
records/items/gearaccessories/medals/b004c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b03_medal_zealot.png|
records/items/gearaccessories/medals/b004d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b03_medal_zealot.png|
records/items/gearaccessories/medals/b004e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b03_medal_zealot.png|
records/items/gearaccessories/medals/b005a_medal.dbr|1|1|35|ArmorJewelry_Medal|Rare|b02_medal_cultist.png|
records/items/gearaccessories/medals/b005b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b02_medal_cultist.png|
records/items/gearaccessories/medals/b005c_medal.dbr|1|1|75|ArmorJewelry_Medal|Rare|b02_medal_cultist.png|
records/items/gearaccessories/medals/b005d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b02_medal_cultist.png|
records/items/gearaccessories/medals/b005e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b02_medal_cultist.png|
records/items/gearaccessories/medals/b006a_medal.dbr|1|1|30|ArmorJewelry_Medal|Rare|b04_medal_ilgorr.png|
records/items/gearaccessories/medals/b006b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b04_medal_ilgorr.png|
records/items/gearaccessories/medals/b006c_medal.dbr|1|1|75|ArmorJewelry_Medal|Rare|b04_medal_ilgorr.png|
records/items/gearaccessories/medals/b006d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b04_medal_ilgorr.png|
records/items/gearaccessories/medals/b006e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b04_medal_ilgorr.png|
records/items/gearaccessories/medals/b007a_medal.dbr|1|1|30|ArmorJewelry_Medal|Rare|b05_medal_ilgorr.png|
records/items/gearaccessories/medals/b007b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b05_medal_ilgorr.png|
records/items/gearaccessories/medals/b007c_medal.dbr|1|1|75|ArmorJewelry_Medal|Rare|b05_medal_ilgorr.png|
records/items/gearaccessories/medals/b007d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b05_medal_ilgorr.png|
records/items/gearaccessories/medals/b007e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b05_medal_ilgorr.png|
records/items/gearaccessories/medals/b008a_medal.dbr|1|1|30|ArmorJewelry_Medal|Rare|b06_medal_lagothak.png|
records/items/gearaccessories/medals/b008b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b06_medal_lagothak.png|
records/items/gearaccessories/medals/b008c_medal.dbr|1|1|75|ArmorJewelry_Medal|Rare|b06_medal_lagothak.png|
records/items/gearaccessories/medals/b008d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b06_medal_lagothak.png|
records/items/gearaccessories/medals/b008e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b06_medal_lagothak.png|
records/items/gearaccessories/medals/b009a_medal.dbr|1|1|30|ArmorJewelry_Medal|Rare|b07_medal_lagothak.png|
records/items/gearaccessories/medals/b009b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b07_medal_lagothak.png|
records/items/gearaccessories/medals/b009c_medal.dbr|1|1|75|ArmorJewelry_Medal|Rare|b07_medal_lagothak.png|
records/items/gearaccessories/medals/b009d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b07_medal_lagothak.png|
records/items/gearaccessories/medals/b009e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b07_medal_lagothak.png|
records/items/gearaccessories/medals/b010a_medal.dbr|1|1|18|ArmorJewelry_Medal|Rare|b10_medal_balthazar.png|
records/items/gearaccessories/medals/b010b_medal.dbr|1|1|32|ArmorJewelry_Medal|Rare|b10_medal_balthazar.png|
records/items/gearaccessories/medals/b010c_medal.dbr|1|1|52|ArmorJewelry_Medal|Rare|b10_medal_balthazar.png|
records/items/gearaccessories/medals/b010d_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b10_medal_balthazar.png|
records/items/gearaccessories/medals/b010e_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b10_medal_balthazar.png|
records/items/gearaccessories/medals/b010f_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b10_medal_balthazar.png|
records/items/gearaccessories/medals/b011a_medal.dbr|1|1|18|ArmorJewelry_Medal|Rare|b11_medal_moneybags.png|
records/items/gearaccessories/medals/b011b_medal.dbr|1|1|32|ArmorJewelry_Medal|Rare|b11_medal_moneybags.png|
records/items/gearaccessories/medals/b011c_medal.dbr|1|1|52|ArmorJewelry_Medal|Rare|b11_medal_moneybags.png|
records/items/gearaccessories/medals/b011d_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b11_medal_moneybags.png|
records/items/gearaccessories/medals/b011e_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b11_medal_moneybags.png|
records/items/gearaccessories/medals/b011f_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b11_medal_moneybags.png|
records/items/gearaccessories/medals/b012a_medal.dbr|1|1|18|ArmorJewelry_Medal|Rare|b12_medal_halion.png|
records/items/gearaccessories/medals/b012b_medal.dbr|1|1|32|ArmorJewelry_Medal|Rare|b12_medal_halion.png|
records/items/gearaccessories/medals/b012c_medal.dbr|1|1|52|ArmorJewelry_Medal|Rare|b12_medal_halion.png|
records/items/gearaccessories/medals/b012d_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b12_medal_halion.png|
records/items/gearaccessories/medals/b012e_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b12_medal_halion.png|
records/items/gearaccessories/medals/b012f_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b12_medal_halion.png|
records/items/gearaccessories/medals/b013a_medal.dbr|1|1|32|ArmorJewelry_Medal|Rare|b13_medal_bloodfeast.png|
records/items/gearaccessories/medals/b013b_medal.dbr|1|1|52|ArmorJewelry_Medal|Rare|b13_medal_bloodfeast.png|
records/items/gearaccessories/medals/b013c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b13_medal_bloodfeast.png|
records/items/gearaccessories/medals/b013d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b13_medal_bloodfeast.png|
records/items/gearaccessories/medals/b013e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b13_medal_bloodfeast.png|
records/items/gearaccessories/medals/b014a_medal.dbr|1|1|18|ArmorJewelry_Medal|Rare|b14_medal_gutworm.png|
records/items/gearaccessories/medals/b014b_medal.dbr|1|1|32|ArmorJewelry_Medal|Rare|b14_medal_gutworm.png|
records/items/gearaccessories/medals/b014c_medal.dbr|1|1|52|ArmorJewelry_Medal|Rare|b14_medal_gutworm.png|
records/items/gearaccessories/medals/b014d_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b14_medal_gutworm.png|
records/items/gearaccessories/medals/b014e_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b14_medal_gutworm.png|
records/items/gearaccessories/medals/b014f_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b14_medal_gutworm.png|
records/items/gearaccessories/medals/b015a_medal.dbr|1|1|32|ArmorJewelry_Medal|Rare|b15_medal_narathan.png|
records/items/gearaccessories/medals/b015b_medal.dbr|1|1|52|ArmorJewelry_Medal|Rare|b15_medal_narathan.png|
records/items/gearaccessories/medals/b015c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b15_medal_narathan.png|
records/items/gearaccessories/medals/b015d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b15_medal_narathan.png|
records/items/gearaccessories/medals/b015e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b15_medal_narathan.png|
records/items/gearaccessories/medals/b016a_medal.dbr|1|1|32|ArmorJewelry_Medal|Rare|b16_medal_harvoul.png|
records/items/gearaccessories/medals/b016b_medal.dbr|1|1|52|ArmorJewelry_Medal|Rare|b16_medal_harvoul.png|
records/items/gearaccessories/medals/b016c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b16_medal_harvoul.png|
records/items/gearaccessories/medals/b016d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b16_medal_harvoul.png|
records/items/gearaccessories/medals/b016e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b16_medal_harvoul.png|
records/items/gearaccessories/medals/b100_medal.dbr|1|1|22|ArmorJewelry_Medal|Rare|c02_medal_beastslayersmark.png|
records/items/gearaccessories/medals/b101a_medal.dbr|1|1|40|ArmorJewelry_Medal|Rare|b101_medal_basilisk.png|
records/items/gearaccessories/medals/b101b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b101_medal_basilisk.png|
records/items/gearaccessories/medals/b101c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b101_medal_basilisk.png|
records/items/gearaccessories/medals/b101d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b101_medal_basilisk.png|
records/items/gearaccessories/medals/b101e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b101_medal_basilisk.png|
records/items/gearaccessories/medals/b102a_medal.dbr|1|1|40|ArmorJewelry_Medal|Rare|b102_medal_basilisk.png|
records/items/gearaccessories/medals/b102b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b102_medal_basilisk.png|
records/items/gearaccessories/medals/b102c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b102_medal_basilisk.png|
records/items/gearaccessories/medals/b102d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b102_medal_basilisk.png|
records/items/gearaccessories/medals/b102e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b102_medal_basilisk.png|
records/items/gearaccessories/medals/b103a_medal.dbr|1|1|40|ArmorJewelry_Medal|Rare|b103_medal_chthonianrylok.png|
records/items/gearaccessories/medals/b103b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b103_medal_chthonianrylok.png|
records/items/gearaccessories/medals/b103c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b103_medal_chthonianrylok.png|
records/items/gearaccessories/medals/b103d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b103_medal_chthonianrylok.png|
records/items/gearaccessories/medals/b103e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b103_medal_chthonianrylok.png|
records/items/gearaccessories/medals/b104a_medal.dbr|1|1|40|ArmorJewelry_Medal|Rare|b104_medal_chthonianrylok.png|
records/items/gearaccessories/medals/b104b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b104_medal_chthonianrylok.png|
records/items/gearaccessories/medals/b104c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b104_medal_chthonianrylok.png|
records/items/gearaccessories/medals/b104d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b104_medal_chthonianrylok.png|
records/items/gearaccessories/medals/b104e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b104_medal_chthonianrylok.png|
records/items/gearaccessories/medals/b105a_medal.dbr|1|1|40|ArmorJewelry_Medal|Rare|b105_medal_wendigoeye.png|
records/items/gearaccessories/medals/b105b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b105_medal_wendigoeye.png|
records/items/gearaccessories/medals/b105c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b105_medal_wendigoeye.png|
records/items/gearaccessories/medals/b105d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b105_medal_wendigoeye.png|
records/items/gearaccessories/medals/b105e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b105_medal_wendigoeye.png|
records/items/gearaccessories/medals/b106a_medal.dbr|1|1|40|ArmorJewelry_Medal|Rare|b106_medal_wendigoeye.png|
records/items/gearaccessories/medals/b106b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b106_medal_wendigoeye.png|
records/items/gearaccessories/medals/b106c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b106_medal_wendigoeye.png|
records/items/gearaccessories/medals/b106d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b106_medal_wendigoeye.png|
records/items/gearaccessories/medals/b106e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b106_medal_wendigoeye.png|
records/items/gearaccessories/medals/b107_medal.dbr|1|1|90|ArmorJewelry_Medal|Magical|b107_medal_nimblecrest.png|
records/items/gearaccessories/medals/b108_medal.dbr|1|1|90|ArmorJewelry_Medal|Magical|b108_medal_watchercrest.png|
records/items/gearaccessories/medals/b109a_medal.dbr|1|1|40|ArmorJewelry_Medal|Rare|b109_medal_basiliskboss.png|
records/items/gearaccessories/medals/b109b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b109_medal_basiliskboss.png|
records/items/gearaccessories/medals/b109c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b109_medal_basiliskboss.png|
records/items/gearaccessories/medals/b109d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b109_medal_basiliskboss.png|
records/items/gearaccessories/medals/b109e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b109_medal_basiliskboss.png|
records/items/gearaccessories/medals/b110a_medal.dbr|1|1|32|ArmorJewelry_Medal|Rare|b110_medal_ghoulplagius.png|
records/items/gearaccessories/medals/b110b_medal.dbr|1|1|52|ArmorJewelry_Medal|Rare|b110_medal_ghoulplagius.png|
records/items/gearaccessories/medals/b110c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b110_medal_ghoulplagius.png|
records/items/gearaccessories/medals/b110d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b110_medal_ghoulplagius.png|
records/items/gearaccessories/medals/b110e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b110_medal_ghoulplagius.png|
records/items/gearaccessories/medals/b111a_medal.dbr|1|1|40|ArmorJewelry_Medal|Rare|b111_medal_ancientwendigoeye.png|
records/items/gearaccessories/medals/b111b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b111_medal_ancientwendigoeye.png|
records/items/gearaccessories/medals/b111c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b111_medal_ancientwendigoeye.png|
records/items/gearaccessories/medals/b111d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b111_medal_ancientwendigoeye.png|
records/items/gearaccessories/medals/b111e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b111_medal_ancientwendigoeye.png|
records/items/gearaccessories/medals/b200_medal.dbr|1|1|22|ArmorJewelry_Medal|Rare|c02_medal_beastslayersmark.png|
records/items/gearaccessories/medals/b201a_medal.dbr|1|1|40|ArmorJewelry_Medal|Rare|b201_medal_basilisk.png|
records/items/gearaccessories/medals/b201b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b201_medal_basilisk.png|
records/items/gearaccessories/medals/b201c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b201_medal_basilisk.png|
records/items/gearaccessories/medals/b201d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b201_medal_basilisk.png|
records/items/gearaccessories/medals/b201e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b201_medal_basilisk.png|
records/items/gearaccessories/medals/b202a_medal.dbr|1|1|40|ArmorJewelry_Medal|Rare|b202_medal_wendigoeye.png|
records/items/gearaccessories/medals/b202b_medal.dbr|1|1|55|ArmorJewelry_Medal|Rare|b202_medal_wendigoeye.png|
records/items/gearaccessories/medals/b202c_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b202_medal_wendigoeye.png|
records/items/gearaccessories/medals/b202d_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b202_medal_wendigoeye.png|
records/items/gearaccessories/medals/b202e_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b202_medal_wendigoeye.png|
records/items/gearaccessories/medals/b203a_medal.dbr|1|1|18|ArmorJewelry_Medal|Rare|b203_medal_dranghoul.png|
records/items/gearaccessories/medals/b203b_medal.dbr|1|1|32|ArmorJewelry_Medal|Rare|b203_medal_dranghoul.png|
records/items/gearaccessories/medals/b203c_medal.dbr|1|1|52|ArmorJewelry_Medal|Rare|b203_medal_dranghoul.png|
records/items/gearaccessories/medals/b203d_medal.dbr|1|1|70|ArmorJewelry_Medal|Rare|b203_medal_dranghoul.png|
records/items/gearaccessories/medals/b203e_medal.dbr|1|1|84|ArmorJewelry_Medal|Rare|b203_medal_dranghoul.png|
records/items/gearaccessories/medals/b203f_medal.dbr|1|1|94|ArmorJewelry_Medal|Rare|b203_medal_dranghoul.png|
records/items/gearaccessories/medals/b204a_medal.dbr|1|1|20|ArmorJewelry_Medal|Rare|b204_medal_pvp.png|
records/items/gearaccessories/medals/c000_medal.dbr|1|1|22|ArmorJewelry_Medal|Epic|c02_medal_beastslayersmark.png|
records/items/gearaccessories/medals/c001_medal.dbr|1|1|22|ArmorJewelry_Medal|Epic|c02_medal_beastslayersmark.png|
records/items/gearaccessories/medals/c002_medal.dbr|1|1|25|ArmorJewelry_Medal|Epic|c01_medal_badgeoftenacity.png|
records/items/gearaccessories/medals/c003_medal.dbr|1|1|27|ArmorJewelry_Medal|Epic|c05_medal_insigniaofjustice.png|
records/items/gearaccessories/medals/c004_medal.dbr|1|1|20|ArmorJewelry_Medal|Epic|c03_medal_bloodreapersmark.png|records/items/lootsets/itemset_c004.dbr
records/items/gearaccessories/medals/c005_medal.dbr|1|1|22|ArmorJewelry_Medal|Epic|c04_medal_crimsonheart.png|
records/items/gearaccessories/medals/c006_medal.dbr|1|1|35|ArmorJewelry_Medal|Epic|c06_medal_combat_medics_mark.png|
records/items/gearaccessories/medals/c007_medal.dbr|1|1|43|ArmorJewelry_Medal|Epic|c07_medal_mark_of_the_templar.png|
records/items/gearaccessories/medals/c008_medal.dbr|1|1|48|ArmorJewelry_Medal|Epic|c08_medal_arcanum_sigil.png|
records/items/gearaccessories/medals/c009_medal.dbr|1|1|66|ArmorJewelry_Medal|Epic|c09_medal_vanguard_star.png|
records/items/gearaccessories/medals/c010_medal.dbr|1|1|50|ArmorJewelry_Medal|Epic|c10_medal_badge_of_the_crimson_company.png|
records/items/gearaccessories/medals/c011_medal.dbr|1|1|40|ArmorJewelry_Medal|Epic|c11_medal_menhirs_sign.png|records/items/lootsets/itemset_c007.dbr
records/items/gearaccessories/medals/c012_medal.dbr|1|1|72|ArmorJewelry_Medal|Epic|c12_medal_unholy_sigil_of_the_covenant.png|records/items/lootsets/itemset_c011.dbr
